age,monthly_income,credit_score,purchase_amount,bnpl_installments,app_usage_frequency,debt_to_income_ratio,employment_type_Self-Employed,employment_type_Student,employment_type_Unemployed,product_category_Electronics,product_category_Fashion,product_category_Home,product_category_Sports,location_Canada,location_Germany,location_India,location_UK,location_USA,default_probability,actual_default,custom_risk_segment
32,6625.82,300,3383.53,12,8.37,0.5106583034250856,False,False,False,False,True,False,False,False,False,False,False,False,0.6068046328880907,1,High Risk
42,68336.43,626,5000.0,6,7.14,0.0731674159741736,False,False,True,False,False,False,True,False,True,False,False,False,0.09433119249006719,0,Low Risk
29,17227.2,300,2389.75,3,9.6,0.1387195829850468,False,False,False,False,False,True,False,False,False,False,False,True,0.6199609014369932,0,High Risk
41,14280.06,377,1819.74,9,9.3,0.1274322376796736,False,False,True,False,False,True,False,True,False,False,False,False,0.5382332565072149,0,Medium Risk
47,99102.12,821,5000.0,9,7.06,0.0504530074634124,True,False,False,True,False,False,False,False,False,True,False,False,0.0627619121727855,0,Low Risk
38,42282.57,465,5000.0,3,8.73,0.118252036240938,False,True,False,True,False,False,False,True,False,False,False,False,0.6380750867713726,0,High Risk
58,81991.53,669,5000.0,12,7.28,0.0609819087410614,False,True,False,True,False,False,False,False,True,False,False,False,0.14707409113778872,0,Low Risk
22,9442.4,345,2993.27,6,1.4,0.3170030924341269,True,False,False,False,False,False,False,False,False,False,False,True,0.5707281181395044,1,Medium Risk
18,11428.13,311,1304.52,6,4.9,0.1141499090402366,False,False,False,False,True,False,False,False,True,False,False,False,0.6114662958452773,0,High Risk
57,105736.08,842,5000.0,3,5.39,0.047287548394077,False,False,False,True,False,False,False,False,True,False,False,False,0.08806852859269174,0,Low Risk
33,91818.61,723,5000.0,3,4.67,0.054455191600047,False,False,False,False,False,False,True,False,False,False,True,False,0.10819913042445906,0,Low Risk
22,6255.8,333,2272.84,12,9.17,0.3633172415997954,False,False,False,False,False,False,True,False,False,True,False,False,0.5032983242571223,0,Medium Risk
28,13197.23,366,2870.62,6,1.75,0.2175168577042303,False,False,True,False,False,True,False,False,False,False,False,False,0.5631652002830475,1,Medium Risk
55,9065.65,318,4593.95,3,1.2,0.5067424839917711,False,False,False,False,False,False,False,False,False,True,False,False,0.5444257157184293,1,Medium Risk
57,21875.04,389,1292.42,12,5.75,0.059081949107293,False,False,False,False,False,False,False,False,False,False,False,False,0.5504752039573745,0,Medium Risk
29,19477.06,339,2705.37,9,7.97,0.1389003268460434,True,False,False,False,False,True,False,False,False,False,False,False,0.6355356598767958,0,High Risk
28,13459.96,300,100.0,3,3.7,0.0074294425837818,False,False,False,False,False,False,True,True,False,False,False,False,0.5666972123140821,1,Medium Risk
49,7013.05,384,2687.29,6,6.3,0.3831842065862927,False,True,False,True,False,False,False,False,False,True,False,False,0.4876774510251172,0,Medium Risk
25,40985.29,485,3757.21,3,3.97,0.0916721584744185,True,False,False,False,False,True,False,False,False,False,True,False,0.47523222738371795,1,Medium Risk
54,49402.26,574,5000.0,12,5.79,0.101209944646257,True,False,False,False,True,False,False,False,True,False,False,False,0.14691893761530914,0,Low Risk
48,75632.06,624,5000.0,12,7.83,0.0661095307995048,False,False,False,False,True,False,False,False,False,False,True,False,0.056560019825026266,0,Low Risk
20,33536.85,450,5000.0,6,7.34,0.1490897326373824,False,False,False,False,False,False,True,False,False,False,True,False,0.5507982472055302,0,Medium Risk
45,9219.85,320,3071.86,12,4.98,0.3331789562736921,False,False,True,False,False,False,False,False,True,False,False,False,0.5518748120359989,0,Medium Risk
20,42713.72,519,5000.0,6,4.14,0.1170584065260529,False,False,False,False,True,False,False,False,False,False,False,False,0.5643687427826231,0,Medium Risk
46,9231.27,360,1088.57,6,4.83,0.1179220193971143,False,False,True,False,False,False,False,False,False,True,False,False,0.5404324069281438,0,Medium Risk
41,19095.41,383,5000.0,6,6.82,0.261843029293427,False,True,False,True,False,False,False,False,False,False,False,False,0.6031416357292213,0,High Risk
28,5000.0,363,2161.49,6,7.55,0.4322979999999999,True,False,False,False,False,False,True,True,False,False,False,False,0.4827574253303105,1,Medium Risk
31,60847.04,560,100.0,6,9.8,0.0016434653189374,True,False,False,True,False,False,False,False,True,False,False,False,0.15337657884060307,0,Low Risk
32,10363.87,332,2921.59,3,7.49,0.281901451870778,False,False,True,False,False,False,False,False,False,False,False,True,0.5606375918090285,0,Medium Risk
44,65982.04,565,5000.0,12,3.8,0.0757781966122902,True,False,False,False,False,True,False,False,False,False,False,False,0.14818403024820911,0,Low Risk
48,12292.46,329,1975.94,3,5.47,0.1607440658745279,False,False,True,False,False,False,True,False,False,True,False,False,0.5381537075272675,0,Medium Risk
21,43476.13,458,5000.0,6,4.06,0.1150056364262412,False,False,False,False,False,True,False,False,True,False,False,False,0.6357335835815191,0,High Risk
33,11895.04,312,2096.37,12,9.62,0.1762390038200796,False,False,True,False,False,False,True,False,True,False,False,False,0.6009247740148556,0,High Risk
35,7403.42,335,3394.17,12,8.09,0.4584597388774377,False,True,False,False,False,True,False,False,False,True,False,False,0.4943857541972374,0,Medium Risk
24,34028.49,443,5000.0,9,1.62,0.1469357000560412,True,False,False,False,False,True,False,False,False,False,False,False,0.5849218443304527,1,Medium Risk
44,14318.19,323,5000.0,9,7.14,0.349206149659978,False,False,True,False,False,True,False,False,True,False,False,False,0.6402942408682726,1,High Risk
18,18863.91,328,5000.0,12,1.45,0.2650563960493874,False,True,False,False,False,False,False,False,False,False,False,True,0.5998461018501751,0,Medium Risk
47,35878.28,382,5000.0,3,7.67,0.1393600808065492,True,False,False,False,True,False,False,True,False,False,False,False,0.6236192311852921,1,High Risk
51,5000.0,300,1768.64,9,6.77,0.353728,False,False,True,False,False,True,False,False,False,False,False,True,0.5624280753785058,0,Medium Risk
44,78066.53,634,5000.0,12,6.17,0.0640479344989459,False,False,False,False,False,True,False,False,False,False,False,True,0.08897108854054418,0,Low Risk
18,9988.92,331,3168.34,12,9.21,0.3171854414691478,False,True,False,False,False,True,False,False,False,False,True,False,0.5502636882810024,0,Medium Risk
41,49920.14,463,5000.0,9,3.67,0.1001599755128891,False,False,False,True,False,False,False,True,False,False,False,False,0.6482611350788487,1,High Risk
44,63662.08,600,5000.0,12,3.89,0.0785396895608814,True,False,False,False,False,False,True,True,False,False,False,False,0.07076747441940417,1,Low Risk
44,55882.5,552,5000.0,3,4.31,0.0894734487540822,True,False,False,False,False,False,True,False,True,False,False,False,0.15416768507648804,0,Low Risk
39,46281.31,447,5000.0,12,3.78,0.1080349713523666,True,False,False,False,False,True,False,False,False,False,False,True,0.6369857710424505,0,High Risk
41,5000.0,320,2563.92,9,3.22,0.512784,False,True,False,False,False,False,True,False,False,False,True,False,0.4743020626836001,1,Medium Risk
52,49165.33,460,4937.38,12,3.9,0.1004240183072095,True,False,False,False,False,False,False,True,False,False,False,False,0.6496678987786396,0,High Risk
23,5000.0,300,100.0,9,7.83,0.02,False,False,True,False,False,True,False,True,False,False,False,False,0.5214603323884118,1,Medium Risk
28,19444.68,317,3850.86,3,4.97,0.1980418294361234,False,True,False,False,False,True,False,False,False,True,False,False,0.5792687168346873,1,Medium Risk
22,11089.01,368,4679.03,12,7.68,0.4219520047326136,False,True,False,False,True,False,False,False,False,True,False,False,0.5135016265484937,1,Medium Risk
47,10896.91,342,3130.75,6,6.35,0.2873062180012499,False,False,True,False,False,True,False,False,False,False,False,False,0.5472988442348834,1,Medium Risk
50,16376.77,309,3903.6,6,8.84,0.2383620213265497,False,True,False,False,True,False,False,False,True,False,False,False,0.5627360928717299,0,Medium Risk
59,89443.49,748,5000.0,9,2.94,0.0559012176291421,True,False,False,False,False,False,True,False,False,False,False,True,0.18632405865677504,0,Low Risk
46,19722.96,364,5000.0,3,9.01,0.2535116432827527,False,True,False,True,False,False,False,False,True,False,False,False,0.6347544800577378,0,High Risk
47,85775.35,767,5000.0,6,3.26,0.0582918052797219,True,False,False,True,False,False,False,True,False,False,False,False,0.07574206276819372,0,Low Risk
40,11561.86,352,800.05,12,9.05,0.0691973436799961,False,False,True,False,False,True,False,False,False,True,False,False,0.6106689008124612,0,High Risk
43,74360.09,668,5000.0,9,2.44,0.0672403704729243,False,False,False,False,False,False,False,False,False,True,False,False,0.04809235962770911,0,Low Risk
53,5392.22,325,2409.37,9,1.54,0.4468233862861678,False,True,False,False,False,False,False,False,False,True,False,False,0.5345139922767754,0,Medium Risk
57,21383.39,451,4532.19,6,6.71,0.2119490875862059,False,True,False,False,False,False,True,True,False,False,False,False,0.565409850717476,0,Medium Risk
45,65340.58,667,5000.0,3,3.88,0.0765221245357785,True,False,False,False,False,False,False,False,False,False,True,False,0.07737368830168041,0,Low Risk
24,28960.91,362,3476.64,3,5.59,0.120045951594753,False,False,False,True,False,False,False,False,False,True,False,False,0.5498767399803899,1,Medium Risk
44,9375.91,329,100.0,6,6.08,0.0106656313893798,False,True,False,False,False,False,False,False,False,False,False,False,0.5539372045911514,0,Medium Risk
24,8659.94,322,1415.89,3,3.67,0.1634988233174825,False,False,True,False,False,False,True,False,True,False,False,False,0.5450881891567144,1,Medium Risk
59,85777.42,761,5000.0,6,6.48,0.0582903985687608,False,False,False,False,False,False,True,True,False,False,False,False,0.0747975487284267,0,Low Risk
42,16183.15,341,1853.93,9,8.69,0.1145592792503313,False,True,False,True,False,False,False,False,False,False,False,True,0.5506277269319095,1,Medium Risk
35,31556.78,455,3723.54,9,4.7,0.1179949285066473,False,False,False,True,False,False,False,False,False,True,False,False,0.5580114974713578,1,Medium Risk
43,84305.27,729,5000.0,9,2.36,0.0593082733736574,True,False,False,False,False,False,True,False,False,False,False,False,0.07899618858462922,0,Low Risk
25,28962.09,449,2070.85,9,9.55,0.0715020911819554,True,False,False,False,False,True,False,False,True,False,False,False,0.5670551672224469,0,Medium Risk
22,15846.98,349,100.0,3,8.06,0.0063103506157009,False,True,False,False,True,False,False,False,False,False,True,False,0.5593126978405872,1,Medium Risk
23,5317.97,300,1413.85,3,1.58,0.2658627258145495,False,False,True,False,False,False,False,False,False,False,False,True,0.5819529674549643,1,Medium Risk
55,25729.26,442,5000.0,12,8.06,0.1943312788630532,False,True,False,False,False,False,False,False,False,False,False,True,0.599220444987801,0,Medium Risk
48,95119.75,764,5000.0,12,7.7,0.0525653189794969,True,False,False,False,True,False,False,False,False,False,True,False,0.0930593653828796,0,Low Risk
33,64280.29,588,5000.0,12,1.86,0.0777843410476212,True,False,False,False,False,False,True,False,True,False,False,False,0.07403256745945046,0,Low Risk
47,6717.84,300,1738.37,6,4.64,0.2587691877150989,False,False,True,False,True,False,False,False,False,True,False,False,0.6068747558439628,1,High Risk
59,5000.0,300,2078.59,12,4.22,0.415718,False,False,True,False,True,False,False,False,False,False,False,False,0.6374375994339178,0,High Risk
19,11681.71,346,3875.05,3,4.61,0.3317194143665611,False,True,False,False,False,True,False,False,True,False,False,False,0.4967673315715511,0,Medium Risk
43,78160.42,631,5000.0,6,4.97,0.0639709970852255,True,False,False,False,False,True,False,False,False,False,False,False,0.10528068456306304,0,Low Risk
20,11141.53,300,3147.66,6,5.23,0.2825159560670751,False,False,True,False,False,False,False,False,True,False,False,False,0.6480188320186709,0,High Risk
30,5000.0,324,495.96,3,8.37,0.099192,False,True,False,True,False,False,False,False,True,False,False,False,0.5428511021081355,0,Medium Risk
19,8935.03,300,1188.42,3,9.54,0.1330068281807671,False,True,False,False,False,False,True,False,False,False,True,False,0.611703561408199,1,High Risk
34,12126.22,325,4032.91,6,2.92,0.3325776705354183,False,True,False,False,True,False,False,False,False,False,True,False,0.5226303766819916,1,Medium Risk
19,37679.89,440,5000.0,12,1.03,0.132696778042611,False,False,False,False,False,False,True,False,False,False,True,False,0.5500751233496249,1,Medium Risk
52,25743.92,464,5000.0,12,2.63,0.194220615974568,False,True,False,False,False,False,True,False,False,False,True,False,0.578192335723471,1,Medium Risk
45,44555.67,537,5000.0,3,8.85,0.1122191631278353,False,False,False,False,True,False,False,False,False,True,False,False,0.6203965414000369,0,High Risk
35,12882.47,320,4808.84,12,3.32,0.3732855578161642,False,False,True,True,False,False,False,True,False,False,False,False,0.605884358747938,0,High Risk
23,27627.71,415,5000.0,9,9.23,0.1809777212805549,True,False,False,False,True,False,False,False,False,False,True,False,0.5894275435020443,0,Medium Risk
29,56719.29,520,5000.0,12,9.58,0.0881534306935083,True,False,False,True,False,False,False,False,True,False,False,False,0.5496827163564119,0,Medium Risk
48,24648.66,379,5000.0,9,6.07,0.2028507837748583,False,True,False,False,True,False,False,True,False,False,False,False,0.5813642826598834,1,Medium Risk
33,18498.54,307,324.75,6,7.92,0.0175554395103613,False,False,True,False,False,False,False,False,False,True,False,False,0.6101556048374961,1,High Risk
30,60109.47,578,5000.0,3,1.22,0.0831815685614928,False,False,False,False,False,False,True,True,False,False,False,False,0.08400192384499798,0,Low Risk
53,7528.98,300,1249.59,3,2.77,0.165970689256712,False,True,False,False,False,False,True,False,False,True,False,False,0.6439592099109196,0,High Risk
52,29385.64,466,5000.0,3,8.6,0.1701511350441916,True,False,False,False,False,False,False,False,False,False,False,False,0.5704825114875551,0,Medium Risk
30,12170.02,319,3405.45,9,6.45,0.2798228762154869,False,False,True,True,False,False,False,False,True,False,False,False,0.5775458132815662,1,Medium Risk
24,6984.04,331,2060.85,3,6.02,0.2950799250863397,False,False,True,False,True,False,False,False,False,True,False,False,0.5245965278195444,0,Medium Risk
40,65735.57,649,5000.0,3,8.34,0.076062320597509,True,False,False,True,False,False,False,False,False,True,False,False,0.09106692685448121,0,Low Risk
19,5638.26,300,1091.2,3,5.41,0.1935348848758304,False,False,True,False,False,False,False,False,False,False,True,False,0.575654445290495,1,Medium Risk
46,60987.15,449,5000.0,6,3.18,0.0819844836166307,False,False,False,False,False,False,True,False,False,False,False,True,0.6205220284007992,0,High Risk
28,55476.95,556,5000.0,6,9.14,0.0901275214300714,False,False,False,False,False,False,False,False,False,False,False,False,0.05972813527564489,0,Low Risk
48,9700.12,300,3030.39,3,9.98,0.3124074753714386,False,False,True,True,False,False,False,False,True,False,False,False,0.5083087206300364,0,Medium Risk
20,9315.82,363,1924.0,6,4.35,0.206530396680056,False,False,True,False,True,False,False,False,False,False,True,False,0.5145391041498876,0,Medium Risk
25,12262.29,300,4223.2,6,9.15,0.3444054903284785,False,False,True,False,False,True,False,False,False,False,False,False,0.6720024707978653,1,High Risk
31,12203.94,334,5000.0,12,1.09,0.4097037514114294,False,False,True,False,False,False,False,False,False,False,False,True,0.6125184016881596,0,High Risk
19,15768.34,420,2691.7,12,3.54,0.1707028133589204,False,True,False,True,False,False,False,True,False,False,False,False,0.5209834162685046,1,Medium Risk
33,9515.36,327,2840.03,9,4.14,0.2984679507659195,False,False,True,False,True,False,False,True,False,False,False,False,0.5865456386684597,0,Medium Risk
22,14847.25,392,5000.0,6,9.93,0.3367627001633299,True,False,False,False,True,False,False,False,False,False,False,True,0.4089374994362462,0,Medium Risk
41,14290.99,343,5000.0,6,7.32,0.3498707927162499,False,True,False,False,False,False,False,False,True,False,False,False,0.5827166752864154,1,Medium Risk
20,10551.58,334,2497.14,3,4.91,0.2366602916340491,False,False,True,False,True,False,False,False,True,False,False,False,0.5508088409179114,1,Medium Risk
39,8959.98,306,2700.8,3,3.16,0.301429244261706,False,True,False,False,True,False,False,True,False,False,False,False,0.572159333281972,1,Medium Risk
59,27694.59,378,5000.0,6,6.83,0.1805406759948423,False,True,False,True,False,False,False,False,False,False,False,False,0.6006625628899225,1,High Risk
43,37173.5,396,5000.0,12,9.79,0.1345044184701467,True,False,False,False,False,False,True,False,True,False,False,False,0.618096472723007,1,High Risk
55,39267.17,507,5000.0,6,4.08,0.1273328330001882,True,False,False,True,False,False,False,False,True,False,False,False,0.5055488148388929,0,Medium Risk
28,5000.0,315,1166.39,12,9.48,0.233278,False,False,True,False,True,False,False,False,False,False,False,True,0.5453092845534457,1,Medium Risk
37,48974.23,495,5000.0,12,7.15,0.1020945097043894,True,False,False,False,True,False,False,False,False,False,True,False,0.6258864891604816,0,High Risk
59,13458.11,315,4365.74,9,5.72,0.3243947329899963,False,False,True,False,False,False,True,False,True,False,False,False,0.5735079213733566,1,Medium Risk
